query,matched_name,matched_status,query_match_taxon_agree,use_query_as_synonym,use_query_as_accepted,use_query_as_new,namePublishedIn,nameAccordingTo,taxonRemarks,notes
Gaga lerstenii (Mickel & Beitel) F.W.Li & Windham,Gaga lerstenii (Mickel & Beitel) Fay W. Li & Windham,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Gaga marginata (Kunth) F.W.Li & Windham,Gaga marginata (Kunth) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Gaga membranacea (Davenp.) F.W.Li & Windham,Gaga membranacea (Davenp.) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Gaga monstraparva F.W.Li & Windham,Gaga monstraparva Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Gaga pellaeopsis (Mickel) F.W.Li & Windham,Gaga pellaeopsis (Mickel) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Gaga purpusii (T.Reeves) F.W.Li & Windham,Gaga purpusii (T. Reeves) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Gleichenia laevissima H.Christ,Gleichenia laevissima Christ,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Goniophlebium amoenum (Wall. ex Mett.) Bedd.,Goniophlebium amoenum (Wall. ex Mett.) J. Sm. ex Bedd.,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Goniopteris vivipara (Raddi) C.F.Reed,Goniopteris vivipara (Raddi) Brade,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Gymnosphaera phlebodes (Lehnert & Coritico) S.Y.Ng,Gymnosphaera phlebodes (Lehnert & Coritico) S. Y. Dong,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Hiya brooksiae (Alderw.) Hui Shang,Hiya brooksiae (Alderw.) H. Shang,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Hiya nigrescens (Hook.) Hui Shang,Hiya nigrescens (Hook.) H. Shang,accepted,TRUE,1,0,0,NA,NA,author variant,NA
"Hymenasplenium quangnamense Li Bing Zhang, K.W.Xu & Liang Zhan","Hymenasplenium quangnamense Li Bing Zhang, K. W. Xu & Liang Zhang",accepted,TRUE,1,0,0,NA,NA,author variant,NA
Hymenophyllum armstrongii (Baker) Kirk,Hymenophyllum armstrongii (Baker) Kuhn,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Hymenophyllum corrugatum H.Christ,Hymenophyllum corrugatum Christ,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Hymenophyllum devolii Lai,Hymenophyllum devolii M. J. Lai,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Hymenophyllum fragile (Hedw.) C.V.Morton,Hymenophyllum fragile (Hedw.) Morton,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Hymenophyllum javanicum A.Spreng.,Hymenophyllum javanicum Spreng.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Hymenophyllum lyallii Hook.f.,Hymenophyllum lyallii Hook. fil.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Hymenophyllum nitidulum (Bosch) Ebihara et K.Iwats.,Hymenophyllum nitidulum (Bosch) Ebihara & K. Iwats.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Hymenophyllum revolutum Col.,Hymenophyllum revolutum Colenso,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Hypodematium delicatulum Rakotondr. & A.R.Sm.,Hypodematium delicatulum Rakotondr.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Hypolepis muelleri N.A.Wakef.,Hypolepis muelleri Wakef.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
"Hypolepis stolonifera var. delasotae Arana, E.Yañez & Schwartsb.","Hypolepis stolonifera var. delasotae Arana, Yañez & Schwartsb.",accepted,TRUE,1,0,0,NA,NA,author variant,NA
Hypolepis viscosa H.Karst.,Hypolepis viscosa (H. Karst.) Mett.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Lastreopsis pacifica Tindale,Lastreopsis pacifica Tind.,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Lecanopteris spinosa Jermy & T.G.Walker,Lecanopteris spinosa Jermy & T. Walker,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Lepisorus bampsii (Pic.Serm.) M.J.Zink,Lepisorus bampsii (Pic. Serm.) Zink,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Lepisorus elegans Ching ex W.M.Chu,Lepisorus elegans Ching & W. M. Chu,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Lepisorus medogensis Ching & Y.X.Ling,Lepisorus medogensis Ching & Y. X. Lin,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Lepisorus mikawanus Sa.Kurata,Lepisorus mikawanus Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Lepisorus subsessilis Ching ex Y.X.Lin,Lepisorus subsessilis Ching & Y. X. Lin,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Leptochilus shintenensis (Hayata) X.C.Zhang & Noot.,Leptochilus ×  shintenensis (Hayata) X. C. Zhang & Noot.,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Leptopteris wilkesiana (Brack.) H.Christ,Leptopteris wilkesiana (Brack.) Christ,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Leucostegia immersa Wall. ex C.Presl,Leucostegia immersa (Wall. ex Hook.) C. Presl,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Lindsaea azurea H.Christ,Lindsaea azurea Christ,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Lindsaea bouillodii H.Christ,Lindsaea bouillodii Christ,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Lindsaea cambodgensis H.Christ,Lindsaea cambodgensis Christ,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Lindsaea harveyi Carr. ex Seem.,Lindsaea harveyi Carruth.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Lindsaea kawabatae Sa.Kurata,Lindsaea kawabatae Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Lindsaea pellaeiformis H.Christ,Lindsaea pellaeiformis Christ,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Lindsaea schizophylla H.Christ,Lindsaea schizophylla (Baker) Christ,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Loxogramme duclouxii H.Christ,Loxogramme duclouxii Christ,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Lygodium micans J.W.Sturm,Lygodium micans Sturm,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Marsilea botryocarpa F.Ballard,Marsilea botryocarpa Ballard,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Marsilea tenuifolia Engelm. ex Kunze,Marsilea tenuifolia Engelm. apud Kunze,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Matteuccia struthiopteris var. pensylvanica (Willd.) C.V.Morton,Matteuccia struthiopteris var. pensylvanica (Willd.) Morton,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Metaxya contamanensis Tuomisto & G.G.Cardenas,Metaxya contamanensis Tuomisto & Cárdenas,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Metaxya elongata Tuomisto & G.G.Cardenas,Metaxya elongata Tuomisto & Cárdenas,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Metaxya scalaris Tuomisto & G.G.Cardenas,Metaxya scalaris Tuomisto & Cárdenas,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Microlepia izu-peninsulae Sa.Kurata,Microlepia izu-peninsulae Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Microlepia x bipinnata (Makino) Y.Shimura,Microlepia ×  bipinnata (Makino) Shimura,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Microsorum glossophyllum (Copel.) Copel.. 1947,Microsorum glossophyllum (Copel.) Copel.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Monachosorum arakii Tagawa,Monachosorum ×  arakii Tagawa,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Monachosorum flagellare (Makino) Hayata,Monachosorum ×  flagellare (Makino) Hayata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Mycopteris subtilis (Kunze ex Klotzsch) Sundu,Mycopteris subtilis (Kunze ex Klotzsch) Sundue,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Myriopteris covillei (Maxon) A.Love & D.Love,Myriopteris covillei (Maxon) Á. & D. Löve,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Neocheiropteris palmatopedata (Baker) H.Christ,Neocheiropteris palmatopedata (Baker) Christ,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Nephrolepis acutifolia (Desv.) H.Christ,Nephrolepis acutifolia (Desv.) Christ,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Notholaena affinis (Mett.) Moore,Notholaena affinis (Mett.) T. Moore,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Notholaena trichomanoides (L.) Desv.,Notholaena trichomanoides (L.) R. Br.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Odontosoria africana F.Ballard,Odontosoria africana Ballard,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Oleandra distenta Kunz,Oleandra distenta Kunze,accepted,TRUE,1,0,0,NA,NA,author variant,NA
"Ophioglossum aletum Patel, Reddy & Goswami","Ophioglossum aletum M. Patel, M. N. Reddy & H. K. Goswami",synonym,TRUE,1,0,0,NA,NA,author variant,NA
Ophioglossum nudicaule L.f.,Ophioglossum nudicaule Thunb.,ambiguous synonym,TRUE,1,0,0,NA,NA,author variant,NA
Ophioglossum pycnostichum (Fernald) A.Love & D.Love,Ophioglossum pycnostichum (Fernald) Á. & D. Löve,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Osmunda mildei C.Chr.,Osmunda ×  mildei C. Chr.,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Pecluma chnoophora (Kunze) Salino & Costa Assis,Pecluma chnoophora (Kunze) Salino & F. C. Assis,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Pellaea glabella subsp. simplex (Butters) A.Love & D.Love,Pellaea glabella subsp. simplex (Butters) Á. & D. Löve,accepted,TRUE,1,0,0,NA,NA,author variant,NA
"Pentagramma pallida (Weath.) Yatsk., Windham & E.Wollenw.","Pentagramma pallida (Weath.) Yatsk., Windham & Wollenw.",accepted,TRUE,1,0,0,NA,NA,author variant,NA
"Pentagramma triangularis (Kaulf.) Yatsk., Windham & E.Wollenw.","Pentagramma triangularis (Kaulf.) Yatsk., Windham & Wollenw.",accepted,TRUE,1,0,0,NA,NA,author variant,NA
Phegopteris keraudreniana (Gaudich.) H.Mann,Phegopteris keraudreniana (Gaudich.) Mann,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Pilularia minuta Durieu,Pilularia minuta Durand,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Plagiogyria adnata var. yakushimensis (K.Sato) K.Iwats.,Plagiogyria adnata var. yakushimensis (K. Satô) Tagawa,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Plagiogyria x wakabae Sa.Kurata ex Nakaike,Plagiogyria ×  wakabae Kurata ex Nakaike,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Pleocnemia cumingiana C.Pres,Pleocnemia cumingiana C. Presl,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Pleopeltis polypodioides var. michauxiana (Weath.) E.B.Andrews & Windham,Pleopeltis polypodioides var. michauxiana (Weath.) E. G. Andrews & Windham,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Polypodium macaronesicum A.E.Bobrov,Polypodium macaronesicum Bobrov,accepted,TRUE,1,0,0,NA,NA,author variant,NA
"Polypodium polycarpon Cav., non Sw.",Polypodium polycarpon Cav. ex Sw.,ambiguous synonym,TRUE,1,0,0,NA,NA,author variant,NA
Polystichopsis chaerophylloides (Poir.) C.V.Morton,Polystichopsis chaerophylloides (Poir.) Morton,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Polystichopsis pubescens (L.) C.V.Morton,Polystichopsis pubescens (L.) Morton,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Polystichum balansae H.Christ,Polystichum balansae Christ,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Polystichum braunii subsp. kamtschaticum (C.Chr. & Hulten) A.Love & D.Love,Polystichum braunii subsp. kamtschaticum (C. Chr. & Hultén) Á. & D. Löve,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Polystichum castaneum (C.B.Clarke) B.K.Nayar & S.Kaur,Polystichum castaneum (C. B. Clarke) B. K. Nayar & Kaur,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Polystichum frigidicola H.S.Kung & Li Bing Zhang,Polystichum frigidicola H. S. Kung & L. B. Zhang,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Polystichum ohmurae Sa.Kurata,Polystichum ohmurae Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Polystichum omeiense,Polystichum omeiense C. Chr.,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Polystichum otomasui Sa.Kurata,Polystichum otomasui Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Polystichum pallidum Gardner,Polystichum pallidum (Bory) Tod.,ambiguous synonym,TRUE,1,0,0,NA,NA,author variant,NA
Polystichum rapense E.Brown,Polystichum rapense E. D. Br.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Polystichum setiferum (Forssk.) Moore ex Woyn.,Polystichum setiferum (Forssk.) T. Moore ex Woyn.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Polystichum shimurae Kurata ex Seriz.,Polystichum shimurae Sa. Kurata ex Seriz.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Polystichum sinotsus-simense Ching & Zheng Y.Liu,Polystichum sinotsus-simense Ching & Z. Y. Liu,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Polystichum tagawanum Sa.Kurata,Polystichum tagawanum Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Polystichum weimingii Li Bing Zhang & H.He,Polystichum weimingii L. B. Zhang & H. He,accepted,TRUE,1,0,0,NA,NA,author variant,NA
"Pteridium aquilinum subsp. feei (W.Schaffn. ex Fee) J.A.Thomson, Mickel & Mehltreter","Pteridium aquilinum subsp. feei (W. Schaffn. ex Fée) J. A. Thomson, Mickel & Mehltr.",accepted,TRUE,1,0,0,NA,NA,author variant,NA
Pteridium aquilinum subsp. japonicum (Nakai) A.Love & D.Love,Pteridium aquilinum subsp. japonicum (Nakai) Á. & D. Löve,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Pteridium aquilinum subsp. latiusculum (Desv.) Hultén,Pteridium aquilinum subsp. latiusculum (Desv.) C. N. Page,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Pteris buchananii Sim,Pteris buchananii Baker,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Pteris ensiformis Burm.f.,Pteris ensiformis Burm.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Pteris flava Merr.,Pteris flava Goldm.,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Pteris inaequalis C.Presl,Pteris inaequalis Baker,ambiguous synonym,TRUE,1,0,0,NA,NA,author variant,NA
Pteris inaequalis C.Presl,Pteris inaequalis Fée,ambiguous synonym,TRUE,1,0,0,NA,NA,author variant,NA
Pteris kawabatae Sa.Kurata,Pteris kawabatae Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Pteris kidoi Sa.Kurata,Pteris kidoi Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
"Pteris langsonensis Li Bing Zhang, Liang Zhang & N.T.Lu","Pteris langsonensis L. B. Zhang, Liang Zhang & N. T. Lu",accepted,TRUE,1,0,0,NA,NA,author variant,NA
Pteris laurisilvicola Sa.Kurata,Pteris laurisilvicola Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Pteris litoralis Rech.f.,Pteris litoralis Rech.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Pteris satsumana Sa.Kurata,Pteris satsumana Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Pteris scabra Bory & Willd.,Pteris scabra Bory ex Willd.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Pteris stenophylla C.Presl,Pteris stenophylla Link,ambiguous synonym,TRUE,1,0,0,NA,NA,author variant,NA
Pteris vittata 'nano',Pteris vittata L.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Pteris x sefuricola Kurata,Pteris ×  sefuricola Sa. Kurata,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Pteris xiaoyingiae H.He & Li Bing Zhang,Pteris xiaoyingiae H. He & L. B. Zhang,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Pteris yakuinsularis Sa.Kurata,Pteris yakuinsularis Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Pyrrosia ensata Ching ex K.H.Shing,Pyrrosia ensata Ching & K. H. Shing,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Pyrrosia lanceolata (L.) Farwell,Pyrrosia lanceolata (L.) Farw.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Pyrrosia piloselloides (L.) M.Price,Pyrrosia piloselloides (L.) M. G. Price,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Salvinia molesta D.S. Mitch.,Salvinia ×  molesta D. S. Mitch.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Salvinia oblongifolia Martius,Salvinia oblongifolia Mart.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Schizaea dichotoma (L.) J.Sm.,Schizaea dichotoma Kunze,ambiguous synonym,TRUE,1,0,0,NA,NA,author variant,NA
Schizaea poeppigiana J.W.Sturm,Schizaea poeppigiana Sturm,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Selliguea triloba (Houtt.) ex M.G.Price,Selliguea triloba (Houtt.) M. G. Price,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Sticherus tahitensis (Copel.) St.John,Sticherus tahitensis (Copel.) H. St. John,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Struthiopteris spicant (L.) F.W.Weiss,Struthiopteris spicant (L.) Weiss,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Tectaria marchionica E.D.Brown,Tectaria marchionica E. D. Br.,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Tmesipteris elongata Danguy,Tmesipteris elongata P. A. Dang.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Trichomanes accedens J.Presl,Trichomanes accedens C. Presl,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Trichomanes bimarginatum,Trichomanes bimarginatum Bedd.,ambiguous synonym,TRUE,1,0,0,NA,NA,author variant,NA
Trichomanes osmundoides Poir.,Trichomanes osmundoides DC. ex Poir.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Vandenboschia radicans type I,Vandenboschia radicans (Sw.) Copel.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Vandenboschia radicans type I',Vandenboschia radicans (Sw.) Copel.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Vandenboschia radicans type II,Vandenboschia radicans (Sw.) Copel.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Vandenboschia radicans type IV,Vandenboschia radicans (Sw.) Copel.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Vittaria dimorpha Muell.Berol.,Vittaria dimorpha Müll. Berol.,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Vittaria lineata (L.) Sm.,Vittaria lineata (L.) J. E. Sm.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Woodsia andersonii (Bedd.) H.Christ,Woodsia andersonii (Bedd.) Christ,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Woodwardia fimbriata Sm.,Woodwardia fimbriata J. E. Sm.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
x Lindsaeosoria flynnii W.H.Wagner,Lindsaeosoria ×  flynnii W. H. Wagner,accepted,TRUE,1,0,0,NA,NA,author variant,NA
"Adiantum mynssenae J.Prado, nom. nov.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aglaomorpha x leporella (K.I.Goebel) C.Chr.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antrophyum semicostatum var. sarawakense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arachniodes amabilis var. yakusimensis Ohwi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arachniodes simplicior var. simplicior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arachniodes yasu-inouei var. angustipinnula Seriz.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asplenium attenuatum var. attenuatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asplenium attenuatum var. multilobum F.Muell.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asplenium attenuatum var. schneideri F.M.Bailey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asplenium cyprium Viane & Van den Heede,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asplenium daucifolium var. lineatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asplenium octoploideum Viane & Van den Heede,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asplenium parvifolium (Benl & G.Kunkel) Vida & Reichst.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asplenium x chasmophilum Van den Heede & Viane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Athyrium mackinnonii C.Chr.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Athyrium yokoscense var. dilatatum Tagawa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blechnum fraseri var. philippense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bosmania membranacea subsp. carinata (W.M.Chu & Z.R.He) R.Wei & X.C.Zhang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceradenia ayapoyana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceradenia madidiense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cheilanthes ecuadorensis Windham & K.Sosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ctenitis brevipetiolata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyathea patens hort. ex Houlston & Moore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davallia immersa var. amplissima Christ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davallia kansuensis (Ching) X.D.Ma & F.G.Wang.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davallia tyermanii (T.Moore) Baker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Didymochlaena dimidiata Kunze,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diplazium ballivianii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diplazium myriomerum (C.Chr.) Lellinger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diplazium wichurae var. amabile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diplopterygium glaucoides (Ching) Ching ex P.S.Wang & X.Y.Wang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Doodia milnei Carriere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dryopteris glabra var. flynii (W.H.Wagner) D.D.Palmer, ined.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dryopteris simasakii var. simasakii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dryopteris x ebinoensis (nom. nud.),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dryopteris x ebinoensis Sa.Kurata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elaphoglossum peltatum f. peltatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enterosora entersoroides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equisetum ramosissimum subsp. ramosissimum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grammitis bryophila (Maxon) F.Seym.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grammitis bufonis L.D.Gómez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grammitis cincta Copel. ex Parris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grammitis copelandii Tardieu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grammitis coriaceifolia Rakotondr. & Parris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grammitis cryptophlebia (Baker) Copel.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grammitis deplanchei (Baker) Copel.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grammitis diminuta (Baker) Copel.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grammitis ebenina (Maxon) Tardieu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grammitis holophlebia (Baker) Copel.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grammitis kyimbilensis (Brause) Copel.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grammitis marginelloides (J.W.Moore) Copel.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grammitis melanoloma (Cordem.) Tardieu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grammitis nudicarpa Copel.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grammitis obtusa Willd. ex Kaulf.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grammitis paramicola L.E.Bishop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grammitis pellucidovenosa (Bonap.) Copel.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grammitis pervillei (Mett. ex Kuhn) Tardieu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grammitis pseudaustralis Fourn.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grammitis pygmaea (Mett. ex Kuhn) Copel.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grammitis synsora (Baker) Copel.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnocarpium dryopteris var. aokigarharaense Nakaike,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnosphaera bachmaensis S.Y.Dong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnosphaera bonii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnosphaera saxicola S.Y.Dong & Z.Y.Zuo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hymenasplenium mitanii Nakaike, nom. nud.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypodematium angustifolium C.S.Lee & K.Lee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypodematium crenatum subsp. fauriei (Kodama) K.Iwats.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japanobotrychium lanuginosum (Wall. ex Hook. & Grev.) M.Nishida ex Tagawa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lemmaphyllum microphyllum var. obovatum (Harr.) C.Chr.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepisorus angustatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepisorus obscurevenolusus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepisorus scolopendrius (Buch.-Ham. ex D.Don) Mehra & Bir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leucostegia amplissima (Christ) C.W.Chen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leucotrichum mitchellae (Baker ex Hemsl.) Labiak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
