query,matched_name,matched_status,query_match_taxon_agree,use_query_as_synonym,use_query_as_accepted,use_query_as_new,namePublishedIn,nameAccordingTo,taxonRemarks,notes
"Selliguea albipes (C.Chr. & Ching) S.G.Lu, Hovenkamp & M.G.Gilbert","Selliguea albopes (C. Chr. & Ching) S. G. Lu, Hovenkamp & M. G. Gilbert",synonym,FALSE,0,0,0,NA,NA,spelling mistake in species name,NA
Serpocaulon meniscifolium (Langsd. & Fisch.) A.R.Sm.,Serpocaulon menisciifolium (Langsd. & Fisch.) A. R. Sm.,accepted,FALSE,0,0,0,NA,NA,spelling mistake in species name,NA
Sphaerostephanos arbuscula (Willd.) Holttum,Sphaerostephanos arbusculus (Willd.) Holttum,accepted,FALSE,0,0,0,NA,NA,spelling mistake in species name,NA
Sphaerostephanos heterocarpus (Blume) Holttum,Sphaerostephanos heterocarpos (Blume) Holttum,accepted,FALSE,0,0,0,NA,NA,spelling mistake in species name,NA
Stigmatopteris ichthiosma (Sodiro) C.Chr.,Stigmatopteris ichtiosma (Sodiro) C. Chr.,accepted,FALSE,0,0,0,NA,NA,spelling mistake in species name,NA
Stigmatopteris tyucana (Raddi) C.Chr.,Stigmatopteris caudata (Raddi) C. Chr.,accepted,FALSE,0,0,0,NA,NA,spelling mistake in species name,NA
Stigmatopteris tyucana (Raddi) C.Chr.,Stigmatopteris tijuccana (Raddi) C. Chr.,accepted,FALSE,0,0,0,NA,NA,spelling mistake in species name,NA
Struthiopteris nipponica (Kunze) Nakai,Struthiopteris niponica (Kunze) Nakai,synonym,FALSE,0,0,0,NA,NA,spelling mistake in species name,NA
Tapeinidium denhami (Hook.) C.Chr.,Tapeinidium denhamii (Hook.) C. Chr.,accepted,FALSE,0,0,0,NA,NA,spelling mistake in species name,NA
Tectaria antioquoiana (Baker) C.Chr.,Tectaria antioquiana (Baker) C. Chr.,accepted,FALSE,0,0,0,NA,NA,spelling mistake in species name,NA
Tectaria jardini (Mett.) E.D.Br.,Tectaria jardinii (Mett.) E. D. Br.,accepted,FALSE,0,0,0,NA,NA,spelling mistake in species name,NA
Tectaria zeylanica (Houtt.) Sledge,Tectaria zeilanica (Houtt.) Sledge,accepted,FALSE,0,0,0,NA,NA,spelling mistake in species name,NA
Terpsichore aspleniifolia (L.) A.R.Sm.,Terpsichore asplenifolia (L.) A. R. Sm.,accepted,FALSE,0,0,0,NA,NA,spelling mistake in species name,NA
Trichomanes eglerii P.G.Windisch,Trichomanes guidoi P. G. Windisch,accepted,FALSE,0,0,0,NA,NA,spelling mistake in species name,NA
Trichomanes eglerii P.G.Windisch,Trichomanes egleri P. G. Windisch,accepted,FALSE,0,0,0,NA,NA,spelling mistake in species name,NA
Vittaria lineata (L.) Sm.,Vittaria lanceolata Sw.,ambiguous synonym,FALSE,0,0,0,NA,NA,spelling mistake in species name,NA
Vittaria lineata (L.) Sm.,Vittaria elongata Sw.,synonym,FALSE,0,0,0,NA,NA,spelling mistake in species name,NA
Acystopteris taiwaniana (Tagawa) A.Love & D.Love,Acystopteris taiwaniana (Tagawa) Á. & D. Löve,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Adenophorus sarmentosus (Brack.) K.Wilson,Adenophorus sarmentosus (Brack.) K. A. Wilson,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Adiantopsis trifurcata (Baker) M.A.Link-Perez & Hickey,Adiantopsis trifurcata (Baker) Link-Pérez & Hickey,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Adiantum anceps Maxon & C.V.Morton,Adiantum anceps Maxon & Morton,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Adiantum calcareum Gardner,Adiantum calcareum Gaertn.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Adiantum dentatum A.H.Wang & F.G.Wang & F.W.Xing,"Adiantum dentatum A. H. Wang, F. G. Wang & F. W. Xing",accepted,TRUE,1,0,0,NA,NA,author variant,NA
Adiantum fulvum M.Raoul,Adiantum fulvum Raoul,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Adiantum henslovianum Hook.f.,Adiantum henslovianum Hook. fil.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Adiantum induratum H.Christ,Adiantum induratum Christ,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Adiantum jordanii Muell.Hal.,Adiantum jordanii Müll. Hal.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Adiantum leveillei H.Christ,Adiantum leveillei Christ,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Adiantum madagascariense H.Rosend.,Adiantum madagascariense Rosend.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Adiantum malesianum J.Ghatak,Adiantum malesianum Ghatak,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Adiantum obovatum A.H.Wang & F.G.Wang & F.W.Xing,"Adiantum obovatum A. H. Wang, F. G. Wang & F. W. Xing",accepted,TRUE,1,0,0,NA,NA,author variant,NA
Adiantum reniforme var. sinense Y.X.Ling,Adiantum reniforme var. sinense Y. X. Lin,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Adiantum silvaticum Tindale,Adiantum silvaticum Tind.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Adiantum tracyi C.C.Hall ex W.H.Wagner,Adiantum ×  tracyi C. C. Hall ex Wagner,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Adiantum viridimontanum C.A.Paris,Adiantum viridimontanum Paris,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Aglaomorpha hieronymi (Brause) Coepl.,Aglaomorpha hieronymi (Brause) Copel.,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Aglaomorpha parkinsonii (Baker) Parros & M.C.Roos,Aglaomorpha parkinsonii (Baker) Parris & M. C. Roos,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Alsophila colensoi Hook.f.,Alsophila colensoi Hook. fil.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Alsophila imrayana (Hook.) D.S.Conant,Alsophila imrayana (Hook.) Conant,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Alsophila marcescens (N.A.Wakef.) R.M.Tryon,Alsophila ×  marcescens (N. A. Wakef.) R. M. Tryon,accepted,TRUE,1,0,0,NA,NA,author variant,NA
"Alsophila orientalis (Kunze) R.M.Tryon, q1970",Alsophila orientalis (Kunze) R. M. Tryon,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Amauropelta cheilanthoides (Kunze) A.Love & D.Love,Amauropelta cheilanthoides (Kunze) Á. & D. Löve,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Amauropelta pilosula (Klotzsch & H.Karst. ex Mett.) Á.Löve & D.Löve,Amauropelta pilosula (Klotzsch & H. Karst. ex Mett.) Á. & D. Löve,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Anemia collina Sm.,Anemia collina Raddi,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Anemia imbricata J.W.Sturm,Anemia imbricata Sturm,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Anemia salvadorensis Mickel & R.L.Seiler,Anemia salvadorensis Mickel & Seiler,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Angiopteris rapensis E.Brown,Angiopteris rapensis E. D. Br.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
"Anisocampium niponicum (Mett.) Y.C.Liu, W.L.Chiou & M.Kato","Anisocampium niponicum (Mett.) Yea C. Liu, W. L. Chiou & M. Kato",accepted,TRUE,1,0,0,NA,NA,author variant,NA
Arachniodes hekiana Sa.Kurata,Arachniodes hekiana Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Arachniodes yasu-inouei Sa.Kurata,Arachniodes yasu-inouei Kurata,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Arachniodes ziyunshanensis Y.T.Hsieh,Arachniodes ziyunshanensis Y. T. Xie,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Ascogrammitis clavigera A.R.Sm. & Sundue,Ascogrammitis clavigera A. R. Sm. ex Sundue,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Asplenium antrophyoides H.Christ,Asplenium antrophyoides Christ,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Asplenium celtibericum Rivas Mart.,Asplenium ×  celtibericum Rivas Mart.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Asplenium cuneatiforme H.Christ,Asplenium cuneatiforme Christ,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Asplenium cymbifolium H.Christ,Asplenium cymbifolium Christ,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Asplenium decorum Kuntze,Asplenium decorum Kunze,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Asplenium formosae H.Christ,Asplenium formosae Christ,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Asplenium heteroresiliens W.H.Wagner,Asplenium ×  heteroresiliens W. H. Wagner,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Asplenium hookerianum Col.,Asplenium hookerianum Wall.,ambiguous synonym,TRUE,1,0,0,NA,NA,author variant,NA
Asplenium interjectum H.Christ,Asplenium interjectum Christ,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Asplenium komarovii Akas.,Asplenium komarovii Akasawa,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Asplenium loriceum H.Christ,Asplenium loriceum Christ,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Asplenium lyallii T.Moore,Asplenium lyallii Hook.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Asplenium milnei Carriere,Asplenium milnei Carruth.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Asplenium minutifolium Kanemitsu & Tagane,Asplenium minutifolium Kanem. & Tagane,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Asplenium nitidum Mett.,Asplenium nitidum Sw.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
"Asplenium pifongiae L.-Y. Kuo, F.W.Li & Y.H.Chang","Asplenium pifongiae L. Y. Kuo, Fay W. Li & Y. H. Chang",accepted,TRUE,1,0,0,NA,NA,author variant,NA
Asplenium planicaule E.J.Lowe,Asplenium planicaule Wall.,ambiguous synonym,TRUE,1,0,0,NA,NA,author variant,NA
Asplenium planicaule E.J.Lowe,Asplenium planicaule Lowe,ambiguous synonym,TRUE,1,0,0,NA,NA,author variant,NA
Asplenium pulcherrimum (Baker) Ching ex Tardieu,Asplenium pulcherrimum (Baker) Ching apud Tardieu,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Asplenium quaylei E.Brown,Asplenium quaylei E. D. Br.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Asplenium ruprechtii Sa.Kurata,Asplenium ruprechtii Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Asplenium scolopendropsis J.Sm.,Asplenium scolopendropsis F. Muell.,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Asplenium seelosii Leybold,Asplenium seelosii Leyb.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Asplenium shikokianum Makino,Asplenium ×  shikokianum Makino,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Asplenium shikokianum Makino,Asplenium shikokianum Baker,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Asplenium simii A.F.Braithw. & Schelpe,Asplenium simii Braithw. & Schelpe,accepted,TRUE,1,0,0,NA,NA,author variant,NA
"Asplenium subglandulosum subsp. hispanicum (Coss.) Salvo, Prada & Diaz","Asplenium subglandulosum subsp. hispanicum (Coss.) Salvo, Prada & T. E. Díaz",synonym,TRUE,1,0,0,NA,NA,author variant,NA
Asplenium wrightioides H.Christ,Asplenium wrightioides Christ,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Asplenium x kitazawae Sa.Kurata & Hutoh,Asplenium ×  kitazawae Kurata & Hutoh,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Astrolepis deltoidea (Baker) J.Beck & Windham,Astrolepis deltoidea (Baker) J. B. Beck & Windham,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Athyrium alpestre (Hoppe) Clairv.,Athyrium alpestre (Hoppe) T. Moore,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Athyrium alpestre (Hoppe) Clairv.,Athyrium alpestre (Hoppe) Rylands,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Athyrium asplenioides (Michx.) Eaton,Athyrium asplenioides (Michx.) Desv.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Athyrium biserrulatum H.Christ,Athyrium biserrulatum Christ,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Athyrium kenzo-satakei Sa. Kurata,Athyrium kenzo-satakei Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Athyrium newtonii Baker,Athyrium newtonii (Baker) Diels,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Athyrium oblitescens Sa.Kurata,Athyrium oblitescens Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Athyrium pectinatum (Wall. ex Mett.) T.Moore,Athyrium pectinatum (Wall. ex Mett.) Bedd.,ambiguous synonym,TRUE,1,0,0,NA,NA,author variant,NA
Athyrium setuligerum Sa.Kurata,Athyrium setuligerum Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Athyrium spinescens Sa.Kurata,Athyrium spinescens Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Athyrium viridescentipes Sa.Kurata,Athyrium viridescentipes Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Athyrium x akiense Sa.Kurata,Athyrium ×  akiense Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Athyrium x hisatsuanum Sa.Kurata,Athyrium ×  hisatsuanum Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Athyrium x tokashikii Sa.Kurata,Athyrium ×  tokashikii Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Blechnum chambersii Tindale,Blechnum chambersii Tind.,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Blechnum vieillardii var. simplex Fourn.,Blechnum vieillardii var. simplex E. Fourn.,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Bolbitis angustipinna (Hayata) H.Ito,Bolbitis angustipinna (Hayata) Itô,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Botrychium acuminatum W.H.Wagner,Botrychium acuminatum Wagner,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Botrychium ascendens W.H.Wagner,Botrychium ascendens Wagner,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Botrychium boreale J.Milde,Botrychium boreale (Fr.) Milde,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Botrychium campestre W.H.Wagner & Farrar,Botrychium campestre Wagner & Farrar,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Botrychium crenulatum W.H.Wagner,Botrychium crenulatum Wagner,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Botrychium echo W.H.Wagner,Botrychium echo Wagner,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Botrychium hesperium (Maxon & R.T.Clausen) W.H.Wagner & Lellinger,Botrychium hesperium (Maxon & Clausen) Wagner & Lellinger,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Botrychium lanceolatum (S.G.Gmel.) Angstrom,Botrychium lanceolatum (S. G. Gmel.) Ångstr.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Botrychium lanceolatum subsp. angustisegmentum (Pease & A.H.Moore) R.T.Clausen,Botrychium lanceolatum subsp. angustisegmentum (Pease & A. H. Moore) Clausen,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Botrychium montanum W.H.Wagner,Botrychium montanum Wagner,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Botrychium mormo W.H.Wagner,Botrychium mormo Wagner,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Botrychium pallidum W.H.Wagner,Botrychium pallidum Wagner,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Botrychium paradoxum W.H.Wagner,Botrychium paradoxum Wagner,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Botrychium pedunculosum W.H.Wagner,Botrychium pedunculosum Wagner,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Botrychium pseudopinnatum W.H.Wagner,Botrychium pseudopinnatum Wagner,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Botrychium spathulatum W.H.Wagner,Botrychium spathulatum Wagner,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Botrychium watertonense W.H.Wagner,Botrychium ×  watertonense W. H. Wagner,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Cheilanthes squamosa Gillies & Hook. ex Grev.,Cheilanthes squamosa Gill. ex Hook. & Grev.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Christella conspersa (Schrad.) A.Love & D.Love,Christella conspersa (Schrad.) Á. & D. Löve,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Christella latipinna (Benth.) H.Lev.,Christella latipinna (Benth.) Lév.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Christella papilio (C.Hope) K.Iwats.,Christella papilio (C. Hope) Holttum,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Crepidomanes walleri (Watts) Tindale,Crepidomanes walleri (Watts) Tind.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Ctenitis crinita (Poir.) Tardieu,Ctenitis crinita (Poir.) Ching,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Cyathea cunninghamii Hook.f.,Cyathea cunninghamii Hook. fil.,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Cyathea mexicana Schlecht. & Cham.,Cyathea mexicana Schltdl. & Cham.,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Cyathea phalaenolepis (C.Chr.) Domin,Cyathea phalaenolepis (C. Chr.) Domin Domin,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Cyathea planadae N.C.Arens & A.R.Sm.,Cyathea planadae Arens & A. R. Sm.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Cyathea smithii Hook.f.,Cyathea smithii Hook. fil.,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Cyrtomium omeiense Ching & K.H.Shing,Cyrtomium omeiense China & Shing,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Davallia beddomei C.Hope,Davallia beddomei Hope,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Davallia epiphylla (G.Forst.) Sw.,Davallia epiphylla (G. Forst.) Spreng.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Dennstaedtia auriculata Navarrete & B.Øllg.,Dennstaedtia auriculata Navarr. & B. Øllg.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Dennstaedtia werckleana (Christ) Navarrete & B.Øllg.,Dennstaedtia werckleana (Christ) Navarr. & B. Øllg.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Deparia florensiae Rakotondr. & Jouy,Deparia florensiae Rakotondr.,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Deparia nakaikeana Fraser-Jenk.,Deparia ×  nakaikeana Fraser-Jenk.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Dicksonia blumei (Kunze) Moore,Dicksonia blumei (Kunze) T. Moore,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Diplazium australe (R.Br.) N.A.Wakef.,Diplazium australe (R. Br.) Wakef.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Diplazium fauriei H.Christ,Diplazium fauriei Christ,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Diplazium griffithii T.Moore,Diplazium griffithii (T. Moore) Diels,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Diplazium proliferum,Diplazium proliferum Brack.,ambiguous synonym,TRUE,1,0,0,NA,NA,author variant,NA
Diplazium sanderi (C.Chr.) L.Pacheco,Diplazium sanderi (C. Chr.) Pacheco,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Diplazium squamigerum (Mett.) C.Hope,Diplazium squamigerum (Mett.) Christ,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Diplazium takii Sa.Kurata,Diplazium takii Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Doryopteris nobilis (T.Moore) C.Chr.,Doryopteris nobilis (T. Moore) J. Sm.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Doryopteris x leitei Tryon,Doryopteris leitei R. M. Tryon,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Dryopteris basisora,Dryopteris basisora Copel.,ambiguous synonym,TRUE,1,0,0,NA,NA,author variant,NA
Dryopteris championii (Benth.) C.Chr. ex Ching,Dryopteris championii (Benth.) C. Chr. apud Ching,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Dryopteris fatuhivensis E.Brown,Dryopteris fatuhivensis E. D. Br.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
"Dryopteris glabra var. hobdyana (W.H.Wagner) D.D.Palmer, ined.",Dryopteris glabra var. hobdyana (W. H. Wagner) D. D. Palmer,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Dryopteris hadanoi Sa.Kurata,Dryopteris hadanoi Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Dryopteris holttumii Li Bing Zhang,Dryopteris ×  holttumii Li Bing Zhang,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Dryopteris juxtaposita H.Christ,Dryopteris juxtaposita Christ,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Dryopteris kinokuniensis Sa.Kurata,Dryopteris kinokuniensis Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Dryopteris lachoongensis (Bedd.) B.K.Nayar & S.Kaur,Dryopteris lachoongensis (Bedd.) B. K. Nayar & Kaur,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Dryopteris marginalis (L.) A.Gray,Dryopteris marginalis (L.) Gray,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Dryopteris namegatae (Sa.Kurata) Sa.Kurata,Dryopteris namegatae (Kurata) Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Dryopteris paleolata (Pic. Serm.) L.B.Zhang,Dryopteris paleolata (Pic. Serm.) Li Bing Zhang,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Dryopteris panda (C.B.Clarke) H.Christ,Dryopteris panda (C. B. Clarke) C. Chr.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Dryopteris redactopinnata S.K.Basu & Panigrahi,Dryopteris redactopinnata Basu & Panigrahi,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Dryopteris remota Hayek,Dryopteris remota Hayata,ambiguous synonym,TRUE,1,0,0,NA,NA,author variant,NA
Dryopteris remota Hayek,Dryopteris ×  remota (Döll) Hayek,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Dryopteris ryo-itoana Sa.Kurata,Dryopteris ryo-itoana Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Dryopteris shibipedis Sa.Kurata,Dryopteris shibipedis Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Dryopteris shiroumensis Sa.Kurata & T.Nakam.,Dryopteris shiroumensis Kurata & Nakam.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Dryopteris simasakii (H.Ito) Sa.Kurata,Dryopteris simasakii (H. Itô) Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
"Dryopteris sororia (Maxon) M.McHenry, Sundue & Barrington","Dryopteris sororia (Maxon) M. A. Mc Henry, Sundue & Barrington",accepted,TRUE,1,0,0,NA,NA,author variant,NA
Dryopteris subreflexipinna M.Ogata,Dryopteris subreflexipinna Ogata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Dryopteris tsugiwoi Sa.Kurata,Dryopteris tsugiwoi Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Dryopteris tsutsuiana Sa.Kurata,Dryopteris tsutsuiana Kurata,accepted,TRUE,1,0,0,NA,NA,author variant,NA
"Dryopteris wattsii M. McKeown, Sundue & Barrington","Dryopteris wattsii Mc Keown, Sundue & Barrington",accepted,TRUE,1,0,0,NA,NA,author variant,NA
Dryopteris yakusilvicola Sa.Kurata,Dryopteris yakusilvicola Kurata,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Elaphoglossum albescens (Sodiro) H.Christ,Elaphoglossum albescens (Sodiro) Christ,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Elaphoglossum amygdalifolium (Mett. ex Kuhn) H.Christ,Elaphoglossum amygdalifolium (Mett. ex Kuhn) Christ,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Elaphoglossum cardenasii W.H. Wagner,Elaphoglossum cardenasii Wagner,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Elaphoglossum peltatum (Sw.) Urban,Elaphoglossum peltatum (Sw.) Urb.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Elaphoglossum peltatum f. flabellatum (Humb. & Bonpl. ex Willd.) Micke,Elaphoglossum peltatum f. flabellatum (Humb. & Bonpl. ex Willd.) Mickel,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Elaphoglossum tovii E.Brown,Elaphoglossum tovii E. D. Br.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Elaphoglossum variabile A.Rojas,Elaphoglossum variabile Rojas,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Elaphoglossum vestitum (Schltdl. & Cham.) T.Moore,Elaphoglossum vestitum (Schltdl. & Cham.) Schott,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Equisetum arvense subsp. alpestre (Wahlenb.) Schonswetter & Elven,Equisetum arvense subsp. alpestre (Wahlenb.) Schönsw. & Elven,synonym,TRUE,1,0,0,NA,NA,author variant,NA
Equisetum trachyodon (A.Braun) W.D.J.Koch,Equisetum trachyodon (A. Braun) Koch,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Equisetum x litorale Kuehlew. ex Rupr.,Equisetum ×  litorale Kühlew. ex Rupr.,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Gaga angustifolia (Kunth) F.W.Li & Windham,Gaga angustifolia (Kunth) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Gaga apiacea (Mickel) F.W.Li & Windham,Gaga apiacea (Mickel) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Gaga arizonica (Maxon) F.W.Li & Windham,Gaga arizonica (Maxon) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Gaga chaerophylla (M.Martens & Galeotti) F.W.Li & Windham,Gaga chaerophylla (M. Martens & Galeotti) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Gaga complanata (A.R.Sm.) F.W.Li & Windham,Gaga complanata (A. R. Sm.) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Gaga cuneata (Kaulf. ex Link) F.W.Li & Windham,Gaga cuneata (Kaulf. ex Link) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Gaga decurrens (Mickel) F.W.Li & Windham,Gaga decurrens (Mickel) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Gaga germanotta F.W.Li & Windham,Gaga germanotta Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Gaga harrisii (Maxon) F.W.Li & Windham,Gaga harrisii (Maxon) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Gaga hintoniorum (M.G.Mendenh. & G.L.Nesom) F.W.Li & Windham,Gaga hintoniorum (Mendenh. & G. L. Nesom) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,author variant,NA
Gaga hirsuta (Link) F.W.Li & Windham,Gaga hirsuta (Link) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,author variant,NA
